data,labels
eu rule will not stop uk spend      shape uks economy graphic      deny rule british membership euro despite say assessment economic test year mr brown say vital uk continue invest infrastructure science education future overtaken like china tell mps      chancellor say eus plan change growth stability pact design ensure country euro zone borrow force britain run budget surplus economic cycle      mr browns rule uk current budget balance economic cycle public investment count deficit tell house commons treasury select committee eu rule difficult low debt country run investment programme necessary improve infrastructure argue eu move direction uk principle eventually recognise need consider budget deficit long period year include investment account total size government debt balance year mr browns sustainable investment rule government debt forty contrast sixty allow growth stability pact      mr brown vigorously deny conservative claim effect fiddled figure ensure meet fiscal rule march office national statistic on reclassify xc2xa33.4bn spend road repair public investment shortly chancellor announce budget meet fiscal budget rule xc2xa36bn conservative michael fallon ask mr brown treasury lean on change say on receive write paper treasury matter chancellor say mr fallon impugn integrity office national statistic say decision completely independently mr brown deny increase taxis fund spending gap tell treasury select committee grow economy mean people work profit company boost treasury coffer      early ex conservative chancellor ken clarke welcome relaxation rule govern euro zone speaking radio 4s today programme mr clarke say political replace rigid rule fellow tory david heathcoat amory say folly system try run europe varied economy set rule essential point stability growth pact turn fake say warn european constitution go vote year centralise entrench rule constitution give power brussels co ordinate thing like employment economic policy speak treasury select committee gordon brown say new stability pact rule bind treaty change future potentially open way future euro membership condition euro entry unchanged new decision stability growth pact mr brown say,politics
brown comes shoot      labour abolish hunting not stop chancellor gordon brown budget fire barrel opposition party core election fox      specifically see attempt slaughter council tax election issue tear limb limb wide policy pensioner family relatively short speech keep well clearly exactly pre election boost predict couple child pensioner patient youngster pull mr browns red box attempt persuade stick switch new labour government like surgeon attempt target handout absolute precision exactly group government need appeal election campaign      announcement bring great cheer mp election mode look man ammunition doorstep obviously believe coincidentally give image prime minister wait little boost      labour mp example undoubtedly engage debate exactly redistributive lovely old labour word chancellor gordon brown go cast man win labour historic term demeanour remain quiet confident reassuring prudence appearance albeit end address assure voter mess economic stability bring britain claim throw away accord opposition party big con trick      accuse glossing fact black hole centre finance claim ensure tax increase election obviously increase national insurance contribution two thousand and one election campaign pledge increase income tax liberal democrat leader charles kennedy claim family distinction income tax tax income meaningless      tory leader michael howard say chancellor old trick deliberately cast forecast illusion treasury larder fresh day store away future use brand dodgy vote pay late budget base dodgy figure dodgy government give britain dodgy dossier chancellor avoid direct electioneering mr howard feel constraint attack like compare mr browns forecast prime minister forecast iraqs weapons mass destruction period frantic activity opposition party treasury specialist pore chancellor red book set fine detail budget attempt spot flaw particular argument precisely policie council tax offer people well deal labour circle undoubtedly argument good prime minister gordon brown point election,politics
tory candidate quit remark      conservative election challenger quitting quote want period creative destruction public service      danny kruger work tory research unit tony blair sedgefield say remark week misrepresent contest election fear damage conservative cause tory leader michael howard accept decision regret mr kruger quote guardian newspaper say plan introduce period creative destruction public service      statement party say comment take context fully support party policy approach public service say statement order avoid misrepresentation view damage party decide stand sedgefield constituency election mr kruger continuing job tory campaign headquarter labour election coordinator alan milburn claim mr kruger expose tory agenda xc2xa335bn cut public service mr milburn say unknown hopeful fighting unwinnable seat man work heart conservative policy development claim tory plan period creative destruction public service rogue claim authentic shocking voice conservative party reveal true picture,politics
"sayeed stand tory mp      tory mp jonathan sayeed stand ground ill health      decision come mr sayeed survive attempt de select row allegation profit private tour parliament mid bedfordshire mp deny claim pay guide visitor palace westminster conservative leader michael howard accept mp resignation announce      mr sayeed suspend parliament week month commons standard privilege committee say conduct fall standard expect conservative party withdraw whip month constituency association vote deselect mr sayeed win one hundred and seventy-three two hundred and ninety-nine vote vote mr sayeed say fifth association member voted intend win election vote prompt constituency association president sir stanley odell resign protest standard privilege committee inquiry launch sunday times allege english manner limit charge client access westminster mr sayeed mr sayeed deny claim say suspension unjust wrong unreserved apology mp commons chamber insist committee report contain error fact mr sayeed mp mid bedfordshire one thousand, nine hundred and ninety-seven represent bristol east one thousand, nine hundred and eighty-three one thousand, nine hundred and ninety-two",politics
"mp demand budget leak answer      minister ask explain budget detail print london newspaper half hour gordon brown speech      tory say large chunk budget appeared leak describe breach treasury confidentiality lib dem call commons leader peter hain statement say chancellor resign leak tell bring speaker michael martin attention common tory frontbencher andrew tyrie mp demand immediate ministerial statement measure clearly apparently leak evening standard      raising point order say late long line discourtesies house breach confidentiality say hope unintentional plan grave matter previous labour chancellor resign leak budget hugh dalton resign leak detail one thousand, nine hundred and forty-seven budget journalist john carvel publish london newspaper minute announce house commons liberal democrat david law say matter say mr hain statement thursday deputy speaker sylvia heal agree concern say immediately issue bring mr martin attention",politics
"howard unfinished business      finish whisper conservative party person reporter attempt slip quietly hall nt michael howard break away print text speech party spring conference brighton deliver smart rebuff peter hain description attack mongrel claim personal abuse mean labour rattle tory challenge move stage party faithful rise foot applause personal ad libbe appeal fight victory day able tell child grandchild tell bit play help win famous election election transform country well speech pepper reference mr howard humble beginning child immigrant introduce son nick trainee vicar praise father honesty know life mean say say mr howard join stage wife sandra daughter larissa stepson sholto      audience reaction little mute party conference standard      mr howard overall message tory labour run win election sound hollow month ago mr howard claim justification tory campaign get great start labour foot immigration tony blair hastily add sixth promise issue late pledge card manage score point traditional labour territory health education stunt involve margaret dixon postpone operation maria hutching concern son special need education everyone taste succeed bring issue alive force labour react senior tory believe long start tap public mood cut background noise connect ordinary voter late poster campaign flag range policy well school discipline clean hospital mean hard hospital clean immigration racist impose limit immigration headline thinking thinking contrast labour negative campaign infamous fly pig poster      oliver letwin man lampoon labour poster affect bewilderment believe labour loss sure footing campaign trail peter hain mongrel attack say late example party get tone wrong product claim tory set agenda      not understand labour machine appear kind state shock not know week positive headline wonder tory activist morale likely crucial factor election analyst agree hinge party core support fantastic week say twenty year old politic student nick vaughan policy get medium sense win not not think delegate speak election like one thousand, nine hundred and seventy ted heath poll write pundit snatch victory harold wilson labour party      insist going run two thousand and one think two thousand and one go dent massive majority not happen say john murray aldridge browhills conservative disappoint time different running strategy get bang blair foot credit tory recent change fortune lynton crosby australian strategist succeed turn political veteran apparent hoper john howard australia liberal party serial election winner torie mountain climb michael howard walk door number ten allow natural bias torie opinion poll chance overturn labour whop majority ahead gear start campaign proper party reason hope like australian namesake mr howard not finish",politics
casino trick face ban uk      controversial new uk casino ban american trick trade ensure socially responsible suggest      culture secretary tessa jowell say propose super casino different counterpart america pheromone reportedly release machine encourage aggressive gambling clock remove wall super casino propose two thousand and ten gambling bill law ms jowell say legislation ban psychological trickery      tell time british casino different overseas      act socially responsible way tightly regulate run accord british rule simply allow trick people subject unaware increase risk problem gambling tactic simulate daylight night time lull player remain table slot machine casino frequently offer free food drink hotel accommodation punter bet spokesman british casino association represent uk industry say government try allay fear uk las vegas say way licence award mean uk firm massive disadvantage foreign company certain win contract uk industry world respect say low level problem gambling world certainly not use pheremone uk gambling industry totally frozen time foreign company,politics
"kennedy criticise unfair taxis      gordon brown fail tackle fundamental unfairness tax system ninth budget charles kennedy say      right poor twenty society pay proportion income rich twenty lib dem leader ask new xc2xa3200 council tax rebate pensioner fix unfair tax add government patching system add speaking commons mr brown deliver widely think budget general election mr kennedy acknowledge uk successful economy world      criticise chancellor tory fail address tick bomb council tax revaluation say recent experience wale indicate seven million household england pay significantly revaluation chancellor announcement offer xc2xa3200 council tax rebate pay pensioner household merely stick plaster big problem lib dem plan local income tax benefit typical household xc2xa3450 year half pensioner pay local tax million well      pension mr kennedy say scandal system discriminate woman miss make national insurance payment have child say residency criterion end stroke fundamental iniquity mr kennedy add party priority free long term care elderly abolish fee replace council tax fund charge fifty income tax earn xc2xa3100,zero annum contrast approach mr browns pledge two thousand and one increase income tax chancellor go national insurance contribution election individual family household add exactly thing say mr kennedy wonder people cynical politician impression election exactly opposite election",politics
"abortion poll issue blair      tony blair believe abortion election issue argue matter individual conscience      prime minister spokesman set mr blair view catholic england wale back michael howard stance abortion tory leader support reduction legal limit twenty-four week twenty say current rule tantamount abortion demand prime minister clear plan change law      mr blairs spokesman say catholic church know position issue issue cardinal mention see context word come cardinal cormac murphy oconnor archbishop westminster back mr howard stance distance labour statement say abortion key issue say policy support mr howard commend way abandonment abortion      cardinal oconnor claim labour develop notion natural party catholic say go suggest people support particular party family planning association say reduction particularly affect young woman seek help later one hundred and eighty,zero woman england wale termination year fewer carry twenty-two twenty-four week      cosmopolitan interview mr howard say believe abortion available law change past vote restriction twenty-two week prepare twenty main party issue mp conscience party wide policy mr howard stress view personal view shadow home secretary david davis say understand mr howard signal conservative government allow commons vote issue mr blair liberal democrat leader charles kennedy give view interview conduct magazine high heeled vote campaign      mr blair year deny planned join wife child catholic faith despite regularly take communion say abortion difficult issue dislike idea abortion criminalise woman difficult circumstance make choice obviously time not abortion plan change debate continue mr kennedy say previously vote twenty-two week limit medical advance mean not know roman catholic archbishop cardiff reverend peter smith tell bbc radio 4s today programme church merely want people reflect issue light gospel vote anne weyman chief executive family planning association ask benefit woman potential child force woman baby anti abortion group pro life alliance congratulate mr howard new stance say far",politics
"plan elderly care control      elderly disabled people choose budget personal care spend organised government plan      minister elderly disabled people social worker able decide care stay home plan supremo adult service english area different agency work government shun opponent call free long term care      one.seven people need care england minister suggest number quadruple two thousand and fifty monday consultation paper social care adult england aim end system generate dependency health minister stephen ladyman say document antithesis nanny state      take power away state give individual say help decision go government allow local council people money pay service directly scheme disappointing      minister new plan direct payment simple try counter reluctance local council use payment want set new half way house social worker tell people money available care help choose spend individual budget scheme fund exist budget set two thousand and eight mr ladyman say plan deliver savings area free nhs bed prevent illness rule free personal care england offer scotland wale say unsustainable      david rogers local government association say agency work kind innovation propose government tony hunter president association directors social services say plan improve dignity thousand people age concern argue social care chronically fund old people offer choice principle practice director general gordon lishman say direct payment work service people choose locally      tory people pay year long term care directly insurance guarantee free care rest live tory spokesman simon burns say eighty,zero long term care place lose one thousand, nine hundred and ninety-seven year persistent change dogmatic enforcement regulation overbear government initiative need action vision say mr burns lib dems fund free personal care new fifty tax rate income xc2xa3100,zero health spokesman paul burstow say promote independence sound good help people live home goal share risk independence turn isolation right support care available",politics
blair return peace mission      prime minister tony blair arrive diplomatic mission middle east try resurrect peace process      mr blair hold talk israeli counterpart ariel sharon palestinian leader mahmoud abbas confirm renew drive reform palestinian authority address security issue come london conference march mr blair surprise trip iraq week israelis describe meeting important say need attend mr blair briefly visit tomb yasser arafat ramallah world leader nod briefly tomb lie wreath palestinian official say compromise gesture agree minute      bbcs paul reynolds say london conference limited measure shore leadership mahmoud abbas know abu mazen expect win palestinian presidential election january news conference follow talk mr blair mr abbas say british prime minister unique position help progress peaceful pursuit add endeavour hold conference london example deep commitment purpose interview bbcs political editor andrew marr mr blair say get progress israelis palestinians tough get step mr blair acknowledge people believe close israelis say israelis entitle expect palestinians terrorism argue mr sharon commit internationally agree roadmap peace plan say bid disengage gaza peace process end early mr sharon say see slight step palestinians work end terror attack acknowledge palestinian leader middle election campaign hamper effort visit israel mr blair surprise visit iraq meet leader baghdad trip city brief preparation national poll schedule month threaten deadly campaign insurgent violence fly basra southern iraq british force station,politics
"chancellor rally labour voter      gordon brown issue rallying cry tell supporter stake high stay home protest vote forthcoming general election      chancellor say vote expect fall clear fundamental choice labour investment conservative cut speak labour spring conference gateshead mr brown claim nhs safe conservative hand say tory plan cut xc2xa335bn tax cut deep public service      pack audience gateshead sage centre chancellor say cut propose shadow chancellor oliver letwin equivalent sack teacher gp nurse country tell activist lay conservative record government say promise labour britain return mistake erm ten inflation fifteen interest rate xc2xa33bn lose reserve two hundred and fifty,zero repossess million negative equity million unemployed tory boom bust      central dividing line election conservative party take britain plan deep cut xc2xa335bn service labour government take britain forward platform stability reform renew hospital school public service proud spend two thousand and eight xc2xa360bn turn economy chancellor pledge continue economic stability growth term power      say seven year labour transform party trust economy party trust economy party employee employer manager say speech prompt stand ovation audience clearly warm mr brown promise end teenage unemployment year highlight plan one hundred debt relief world poor country national minimum wage sixteen seventeen year old creation network children centre flexibility maternity leave prime minister later saturday interactive question answer session fielding query send mail text message telephone labour attempt engage public campaign",politics
turkey deal help world peace      deal bring turkey step close eu membership fundamental importance peace security world tony blair say      deal strike european council week prove claim clash muslim christians wrong mr blair say represent achievement historic british objective add tory leader michael howard say deal lay rest suggestion eu anti islamic      turkeys involvement eu provide invaluable bridge europe rest world mr howard add tory leader argue eu constitution design country large turkey mr blair leading advocate turkish membership despite controversy surround idea insist turkish leadership great advance improve human right record deal open formal talk ankara come despite eu demand turkey recognise cyprus      agree issue tackle later date turkish premier recep erdogan accept negotiation guarantee country eu membership internationally recognise southern cyprus eu member turkey occupy northern cyprus previously insist bow demand recognise country call issue red line fifteen year turkey able join entry guarantee join turkey accept restriction limit migration citizen eu announce start accession talk croatia april two thousand and five talk begin country co operate fully un war crime tribunal yugoslavia,politics
"uk set cut embassy      overseas embassy high commission close effort save money uk foreign secretary jack straw announce      bahamas east timor madagascar swaziland area affect big shake diplomatic service year diplomatic post turn local staff mr straw say save xc2xa36 year free cash priority fight terrorism      honorary consul appoint area affect embassy closure consulate consulate general closed europe america      include dallas bordeaux france oporto portugal local staff replace uk representation eleven change place end two thousand and six saving cutting staff running cost money fund redundancy payment write statement mr straw say saving help underpin high priority work line foreign commonwealth office strategic priority include counter- proliferation counter terrorism energy climate change saving redeploy strategic priority work certain region closing post africa instance plan create new job cover issue region new post nairobi help support work climate change nigeria cover energy pretoria cover regional issue generally cover maseru mbabane      foreign office currently six,one hundred uk base staff open major new mission baghdad basra iraq kabul afghanistan pyongyang north korea one thousand, nine hundred and ninety-seven response government say change need one thousand, nine hundred and ninety-seven ten overseas post close exclude wednesday cut eighteen new embassy consulates open shake aim help make xc2xa386 efficiency saving two thousand and five two thousand and eight chancellor demand government department similar saving shadow foreign secretary michael ancram say constant need ensure value money foreign mission government far clear reason make dramatic change announce british commercial interest interest briton abroad adversely affect say",politics
"labour plan maternity pay rise      maternity pay new mother rise xc2xa31,four hundred new proposal announce trade industry secretary patricia hewitt      mean pay leave increase month two thousand and seven ms hewitt tell gmtvs sunday programme plan include let maternity pay give father extend right parent old child tory dismiss maternity pay plan desperate liberal democrats say misdirect      ms hewitt say double length maternity pay thirteen week elect take twenty-six week go extend pay month two thousand and seven aim right twelve month end parliament say new mother entitle twelve month leave woman month pay firm commitment definitely extend maternity pay month month extra xc2xa31,four hundred say minister consult proposal father allow partner maternity pay leave period extend right flexible work carer parent old child shadow secretary state family theresa say plan announce gordon brown pre budget review december tony blair recycle desperate bid win woman voter      say conservative announce proposal close general election liberal democrat spokeswoman woman sandra gidley say mother welcome extra maternity pay liberal democrats feel money misdirect say party boost maternity pay month allow woman stay home time      ms hewitt stress plan pay taxpayer employer david frost director general british chambers commerce warn small firm cripple majority salary cost cover government statutory pay recruitment cost advertising cost retrain cost strain company say detail government plan outline monday new mother currently entitle ninety average earning week give birth follow xc2xa3102.eighty week baby month old",politics
talk hold gibraltar future      day talk future gibraltar begin jack straws country residence later wednesday      official day summit foreign secretarys official kent house chevening plan new forum rock future october mr straw spanish counterpart miguel moratinos agree establish body gibraltarian voice future gibraltarian say referendum want remain british      gibraltar chief minister peter caruana represent british citizen live rock britain europe director dominick chilcott represent uk madrid represented spains director general europe jose maria pons initiative follow spain socialist government decision long stand sovereignty ambition hold gibraltarian reject plan rock sovereignty share britain spain referendum organise gibraltar government,politics
new foot mouth action urge      senior tory mp criticise agriculture department defras lackadaisical approach plan future foot mouth outbreak      public account committee chairman edward leigh give reaction report government watchdog lesson learn crisis national audit office say defra improve capacity deal future livestock disease outbreak mr leigh say department dragging heel      comment refer set scheme share future compensation cost industry say defra dreadfully slow pay bill date foot mouth crisis      outbreak begin two thousand and one lead slaughter six.five million animal devastate farm rural business estimate cost uk xc2xa38bn year outbreak defra begin plan review contractor cost xc2xa340 invoice remain unpaid mr leigh say mr leigh point introduction system help control future outbreak delay november emerge european commission compensation amount money uk government hope reimbursement billion lose foot mouth crisis      minister hope xc2xa3900 european union vet fund help animal slaughter cost end grant xc2xa3349 m. uk value culled animal times commission assessment likely market value national audit office chief sir john bourn say new compensation scheme look issue unpaid invoice sir john say defra pay ninety-seven xc2xa31.3bn submit contractor two thousand and one agree final settlement fifty-seven contractor pende result investigation      mr leigh say well prepare help avoid need mass funeral pyre provide unsettling image two thousand and one outbreak defra spokesman say welcome report acknowledge progress department two thousand and one particularly contingency planning improve capacity preparedness combat major disease outbreak department aware area require work work resolve soon practicable,politics
"school mock poll      record number school uk mock general election back government      six hundred school sign vote mock election two thousand and five run hansard society aim boost interest politic pupil school take learn skill speech writer canvasser political candidate school minister stephen twigg say engage young people interest essential future democracy      add say young people engage motivated political process essential future health democracy mock election initiative provide opportunity pupil develop understand democratic process work matter experience election process hand run campaign declaration final result hope young people develop enthusiasm future hansard society electoral commission department education skill run programme pupil stand party candidate speech writer canvassers michael raftery project manager hansard society say vote mock election school mirror excitement buzz real election raise awareness citizenship benefit active democracy mock vote place widely expect date general election information pack include ballot paper manifesto guide election happen early send three,zero school invite",politics
"lib dem target student vote      student decide fate mps seat election liberal democrat leader charles kennedy claim      party say vote student win twenty-seven new seat poll figure assume student vote university town fact vote parent live lib dem scrap university fee win student support tory end fee labour say cap people ambition      lib dem name fourteen seat student lib dem second place beat labour thirteen second beat tory launch campaign win student vote london school economics mr kennedy urge student mark underline lib dem plan scrap university fee reintroduce maintenance grant xc2xa32,zero say fee student university especially poor background right young people start life mortgage style debt hang round neck mr kennedy say student want action environment iraq war party oppose define issue      labour push plan let university charge fee xc2xa33,zero year poor student eligible non repayable support xc2xa33,zero ahead mr kennedys launch labour spokesperson say like tory liberal democrats restrict access high education cap aspiration closing door student good grade restrict life ambition commit abandon labour target get fifty eighteen thirty year old go high education lib dem plan student study near home conservative abolish university tuition fee instead offer large student loan commercial rate interest      lib dem policy leave university wholly dependent income goodwill chancellor      shadow education secretary tim collins thursday set new scheme vocational grant fourteen sixteen year old tackle say crippling skill shortage lib dem analysis difference student election chance base student register vote near university home town expect election term time student vote post electoral commission national union student worry student hall residence find hard register vote hall warden reluctant register student datum protection fear student register election voter need register eleven march        seat lib dem student vote swing election bristol west cardiff central leed north west cambridge manchester gorton sheffield central oxford east newcastle tyne central liverpool riverside holborn st pancras oldham east saddleworth manchester withington islington south finsbury birmingham yardley surrey south west taunton orpington haltemprice howden eastbourne isle wight dorset west bournemouth east wells canterbury cities london westminster bournemouth west westmorland lonsdale",politics
"february poll claim speculation      report tony blair planning snap general election february two thousand and five describe idle speculation downing street      spokesman say idea report sunday times sunday telegraph come paper suggest minister believe government benefit baghdad bounce follow successful iraq election january british general election hold february one thousand, nine hundred and seventy-four election edward heath lose fail build coalition liberal harold wilson take increase majority later year second election      late speculation suggest prime minister favour february poll order exploit current opinion poll lead conservative leader michael howard strategy prompt criticism seek cut run year parliamentary term paper report alan milburn labours head election strategy play key role plan february election include new year advertising blitz new labours campaign newspaper say centre slogan britain work labour party spokesman say election date ultimately matter mr blair unaware suggest february commentator expect election election june two thousand and one",politics
"hitler row welsh art cash      artist critical welsh art funding bring assembly government control deny compare idea dictatorship russia germany      shani rhy james worried arts council wale take welsh assembly government culture minister alun pugh say crass ignorant liken quango review hitler germany ms james emphasise actually say artist need freedom future art council wale question announce welsh quangos eventually abolish      announce july welsh quango education training body elwa wale tourist board welsh development agency bring assembly government control arts council wale come assembly government umbrella ms james win xc2xa330,zero jerwood painting prize two thousand and three say art fund separate government ms james tell bbc radio wale dangerous involve politician like health service like railway free expression absolutely vital democratic society need distance need government interference take wrong way      say report liken assembly government totalitarian regime inaccurate      tell good morning wale record straight business paper say liken government bolshevik russia hitler germany actual quote give vital civilised society allow artist express government control know past european history i.e. russia germany early 20th century artist underground leave country compromise expression artist need free voice express reflect truth art form say assembly government well place run art wale      add momentous change devastating art set art scene sixty year not think government expertise national assembly take control fear go go dragon leek choir      wale move international set green valley respond ms james criticism mr pugh say structure unelecte quangos review clear announcement shortly compare welsh assembly government hitler germany crass ignorant response real issue democratic accountability ms james father welsh bear melbourne parent work theatre move powys nearly twenty year ago work studio near llangadfan win number art prize include wale open one thousand, nine hundred and eighty-nine mostyn open one thousand, nine hundred and ninety-one",politics
mrs howard get key election role      michael howard ex model wife sandra play lead role conservative election campaign      mrs howard solo visit target seat accompany husband helicopter campaign trail criss crossing country mr howard host news conference party london hq morning tory co chairman liam fox say want michael accessible possible mr fox say add party afraid scrutiny      tory leader want meet ordinary member public mr fox say tony blair say intend talk people possible election campaign labour campaign chief plan mr blair hold daily news conference      mr fox respond accuse prime minister hide away scrutiny london medium liberal democrats plan hold daily news conference charles kennedy mrs howard role mr fox say sandra campaign michael number visit undertaking short visit pattern continue work mrs howard debut speech conservative party conference bournemouth october speech fringe highlight work drug charity addaction support mrs howard appear husband tv chat show interview itv1s morning say criticise husband show know,politics
brown ally reject budget spree      chancellor gordon browns close ally deny suggestion budget giveaway sixteen march      ed ball ex chief economic adviser treasury say spend spree polling day mr ball prospective labour mp say confident chancellor meet fiscal rule speak sir digby jones cbi director general warn mr brown tempt use extra cash pre election bribe      mr ball step treasury post stand labour candidate election suggest mr brown meet golden economic rule margin spare say hope build current tax credit rule      stress rise interest rate ahead expect election affect labour partys chance win expectation rate rise gather pace figure show house price rise consumer borrowing rise near record pace january mpc bank england monetary policy committee judge rate rise justify election strength economy predict believe big election issue britain labour tell parliamentary lunch big change political culture      interview bbc radio 4s today programme mr ball say sure mr browns budget risk stability economy not think pre election spending spree certainly two thousand and one say      assurance come sir digby jones say stability important extra cash spend improve worker skill message chancellor not away form electioneer sir digby add not think prudent chancellor right way stability key word british business need boring stability not increase public spending not away go add competitiveness britain skille people good way spend excess      mr ball refuse mr brown remain chancellor election amid speculation offer job foreign secretary think gordon brown want successful labour government deliver term priority people see conservative party britain backwards mr ball tell today prime minister tony blair date election pundit bet,politics
howard unveil election platform      conservative stand forget majority michael howard pledge unveil tory election manifesto      tory leader argue mass people say feel let tony blair share tory value foreword manifesto promise focus restore order try low taxis give power people labour say document offer return fail tory past liberal democrats conservatives win predict party contest      campaigning activity accelerate ahead general election widely tip time june two thousand and six labour monday postpone launch election poster asian tsunami disaster mr howard publish introduction tory manifesto chapter follow come week      speech northamptonshire say forget majority backbone britain people save home retirement work hard accept responsibility say manifesto foreword forget neglect take grant mr blair      say britain change direction mr howard argue government big continue path rise taxis promise ensure frontline professional parent patient key decision whitehall bureaucrat say tory grip crime immigration disorder decline responsibility proliferation call human right leave moral quagmire unable grip rise crime disorder say      mr howard say produce timetable action people hold account issue like taxation far publish option specific plan mr howard tell bbc news determine low taxis determine promise not torie unveil material month ahead expect election need time voter aware policy say ask tory support government iraq identity card give lib dem chance portray opposition labour mr howard argue test policy good britain put clear blue water opponent      labour election slogan britain work not let tory wreck campaign coordinator alan milburn accuse tory launch thatcherism instalment labour help hard work majority family lib dem president simon hughes say party set election stance september liberal democrats ask british people support year party policy well able deliver freedom fairness restore trust say,politics
police urge pub closure power      new power need close disorderly pub bar club week permanently police chief tell mps      association chief police officer president chris fox say current twenty-four hour closure power impact bad landlord mr foxs comment follow controversy plan allow pub open clock reject critic call law change delay instead new licensing act help reduce drunken disorder properly plan argue      acpo strong closure power paper commons home affairs select committee meeting mr fox say able close premise twenty-four hour necessarily impact twelve.thirty saturday morning close twenty-four hour lot pain premise probably not open sunday      get management not run disorderly house face immediate sanction acpos proposal closure order agreement local licensing authority new licensing law police great power close pub club twenty-four hour period      mr fox say drink industry currently regulate make money cost human misery public purse strategic planning process useless say mr fox say new law start phase month help food outlet public transport public toilet cope late night drinker stagger closing hour solution infrastructure premise properly manage people not serve roll drunk underage tossed street say problem eleven pm event grip underlie cause      acpo want pub club cause extra work police hospital pay cost home secretary charles clarke currently look idea levy drink industry pay cost extra policing licensing change spark concern mp council senior police officer fear exacerbate drinking problem culture secretary tessa jowell tuesday say job bow campaign change status quo new law cause current binge drinking problem tell bbc twos newsnight leak document suggest ex home secretary david blunkett brand new opening hour leap dark ms jowell insist concern meet police job alcohol relate crime easy pub close time add,politics
"tories pledge free sport lesson      child offer hour free sport training week future tory government party say      club2school policy provide xc2xa3250 yearly local sport club uk deliver school sport extra coaching fund national lottery come hour sport week child suppose school shadow home secretary david davis say million child deny adequate sporting opportunity      plan help tackle fast grow rate obesity develop world say shadow sport minister lord moynihan say policy empower local club create last legacy aim shift emphasis school sport provision away overstretch teacher school directly one hundred and fifty-one,zero sport club uk torie labour plan child hour sport lesson week school fail government figure england two thousand and two school key stage fifth school key stage meet target tory claim xc2xa3750 prime minister pledge two thousand invest school sport facility xc2xa341 spend big lottery fund say complex capital project involve confident money allocate year intend",politics
lib dem predict good poll      lib dem set good result general election local council poll frontbencher predict      local government spokesman ed davey speak party launch campaign local election hold thirty-seven english council area flagship pledge replace council tax local income tax tory lib dem people pay tax labour say partys sum add look come election expect hold mr davey say go win vote win seat think go good general election result local election result party leader charles kennedy not think strong endorsement leader,politics
blair prepare poll date      tony blair likely election day parliament return easter break bbcs political editor learn      andrew marr say mr blair ask queen april dissolve parliament end week mr blair far resist call day party step campaign recently down street draw claim say election timing matter prime minister      number ten spokeswoman announce election wants announce election signal frantic week westminster government likely try key legislation parliament government need finance bill cover budget plan pass common close business end session april      seek push organise crime bill card bill mr marr say wednesday today programme senior level inside government parliament not expect election call april soon common short easter recess tony blair whip palace ask queen dissolve parliament go labour government officially june two thousand and six hold general election recent year government favour year term,politics
uk head wrong way say howard      tony blair chance tackle problem face britain fail michael howard say      britain head wrong direction conservative leader say new year message mr blair government bossy interfere government take decision individual add labour campaign spokesman fraser kemp respond britain work not let tory wreck mr howard pay tribute nation character generous response asian quake disaster catastrophe overshadow hope future usually positive time year mr howard say      watch scene destruction sense disbelief scale speed ferocity happen box day difficult grasp britain response shone light nation character week show warm caring heart britain beat strong go reflect value briton hold dear look ahead come general election pledge turn belief reality set choice say face britain tax people want pay taxpayer value money clean hospital good discipline school want trust grip disorder street chaos immigration system      mr blair fail tackle problem claim say wrong solution      result big government high taxis erode incentive undermine enterprise deny people choice bad government waste people money fail tackle problem family face today tory say cut crime improve public service ask people pay taxis progress lose make britain great tolerance respect rule law ability fulfil potential simply need change direction election britain chance change record mr blair defend coming month say urge voter hold account      labour spokesman mr kemp say appropriate message come april january let forget michael howard government britain suffer mass unemployment fifteen interest rate record home repossession introduction poll tax labour britain work allude false promise michael howard start two thousand and five apology british people misery government member inflict country,politics
"uk rebate unjustified chirac      french president jacques chirac call uks xc2xa33bn rebate european union unjustifie      speak summit meeting say discussion eu able reach agreement medium term finance early foreign secretary jack straw say uk prepare veto bid reduce rebate secure margaret thatcher one thousand, nine hundred and eighty-four say remain justified eu farm money come uk      mr chirac tell reporter brussels reasonable budgetary balance table british cheque long justify past uk government official respond rebate uk pay half time france contribute eu budget pay fourteen time france deal future finance protect rebate      twenty-five member eu gear tough negotiation budget plan period two thousand and seven two thousand and thirteen blocs luxembourg presidency hope strike deal june summit early conservative graham brady say rebate crucial test firmly minister prepare stand britain eu commission president jose manuel barroso indicate want rebate come end mr straw say veto rebate uk want tight rein national contribution      uk france germany austria netherlands sweden want eu budget cap member state combine national income european commission urge increase one.twenty-six mr straw say eu commission proposal mean thirty-five hike budget shadow europe minister mr brady say believe essential britain keep rebate think crucial test firmly british government prepare stand britain internationally europe      uk big net contributor eu foreign secretary say justice rebate remain low net receipt eu country relatively small size agriculture sector efficiency continue case      uk independence party leader roger knapman say rebate set stone reason negotiate extraordinary time big contributor eu lose rebate british taxpayer go bleed rate think european project eu leader hold talk brussels energise sluggish european economy uk prime minister tony blair meeting eu counterparts finalise package measure aim stimulate growth boost employment ahead series referendum european constitution plan introduce free market computer service construction critic include germany france believe liberalisation result company shift staff cheap basis eastern europe undercut large eu economy undermine social protection concern number worker eastern european country head west exacerbate high unemployment level germany      mr straw insist fear service directorate european country overall benefit hugely free market good say talk develop market internal market service britain low unemployment mean neurosis people come eastern european country country like germany france frankly tight social market high level unemployment increase anxiety people come say",politics
